Time,Magnitude,Place,Latitude,Longitude,Depth
2005-09-30 21:06:21.800,3.4,"20 km W of Kéfalos, Greece",36.78,26.73,20.0
2005-09-27 09:54:30.000,3.0,"12 km ESE of Kardámaina, Greece",36.73,27.27,10.0
2005-09-24 06:12:06.000,3.4,"4 km SW of Ula, Turkey",37.076,28.378,13.5
2005-09-24 06:01:46.000,3.2,"3 km SSE of Ula, Turkey",37.075,28.425,9.2
2005-09-24 01:37:17.000,4.0,"20 km NW of Do?an?ar, Turkey",40.36,37.385,7.7
2005-09-23 01:01:06.000,3.5,"11 km S of Bo?azkent, Turkey",36.752,31.143,72.0
2005-09-22 22:55:21.000,3.2,"10 km NW of Agía Marína, Greece",37.21,26.76,5.0
2005-09-19 00:42:10.000,2.9,"Dodecanese Islands, Greece",37.89,26.82,21.0
2005-09-18 09:54:13.000,3.6,"28 km ESE of Güvercinlik, Turkey",37.05,27.88,24.0
2005-09-18 01:36:42.000,3.2,"18 km N of Datça, Turkey",36.9,27.7,26.0
2005-09-14 14:13:23.200,3.2,"24 km W of Émponas, Greece",36.25,27.58,46.0
2005-09-11 23:30:47.300,3.4,"10 km SW of Ayval?k, Turkey",39.24,26.62,24.0
2005-09-10 00:51:36.000,3.7,"30 km N of Kulu, Turkey",39.372,33.121,6.0
2005-09-07 02:50:32.000,3.1,"15 km NNW of Didim, Turkey",37.51,27.18,12.0
2005-09-04 05:08:59.070,4.0,"11 km SW of Orta, Turkey",40.566,33.004,10.0
2005-09-04 02:22:23.300,0.0,"67 km SSE of Astypálaia, Greece",36.01,26.69,90.0
2005-09-01 19:24:56.400,3.6,"4 km ESE of Néon Karlovásion, Greece",37.77,26.75,19.0
2005-09-01 18:17:10.140,4.2,"26 km SW of Sedarak, Azerbaijan",39.558,44.65,15.0
2005-09-01 05:47:07.000,3.2,"26 km E of Ula, Turkey",37.133,28.717,10.2
2005-08-31 12:28:52.200,3.2,"18 km ESE of Kos, Greece",36.86,27.49,29.0
2005-08-30 17:48:50.370,3.5,"59 km SW of Okurcalar, Turkey",36.233,31.288,25.0
2005-08-30 17:39:46.430,4.2,"20 km E of K?rka?aç, Turkey",39.141,27.9,16.6
2005-08-30 03:30:17.000,3.0,"13 km ENE of Astypálaia, Greece",36.62,26.48,26.0
2005-08-29 22:33:48.000,4.1,"15 km SW of Niksar, Turkey",40.509,36.807,5.0
2005-08-28 19:18:09.100,3.1,"17 km NE of Astypálaia, Greece",36.66,26.49,30.0
2005-08-25 13:09:10.000,3.5,"17 km S of Turgut, Turkey",37.222,28.0,24.8
2005-08-20 11:53:17.000,3.5,"18 km WNW of Oinoússes, Greece",38.599,26.041,29.8
2005-08-20 10:08:44.880,4.0,"7 km NE of Akköy, Turkey",38.007,29.13,15.0
2005-08-20 09:05:41.000,3.9,Western Turkey,37.868,28.99,24.9
2005-08-19 08:14:21.400,3.5,"8 km NE of Band?rma, Turkey",40.4,28.06,5.0
2005-08-19 01:08:49.400,4.0,"15 km ESE of Kos, Greece",36.82,27.44,21.0
2005-08-17 18:26:44.480,4.0,"38 km WSW of Sharur City, Azerbaijan",39.39,44.589,2.9
2005-08-15 20:51:22.000,3.6,"22 km SSW of Alaçat?, Turkey",38.084,26.314,12.9
2005-08-14 22:55:01.700,3.0,"14 km NNW of Datça, Turkey",36.85,27.61,23.0
2005-08-14 21:35:15.650,3.7,"72 km SE of Tekirova, Turkey",36.123,31.191,35.0
2005-08-14 21:30:54.590,3.2,"17 km NE of Manavgat, Turkey",36.892,31.595,27.0
2005-08-13 19:21:03.700,3.4,"15 km NW of Dalyan, Turkey",36.93,28.52,45.0
2005-08-13 06:56:16.300,3.3,"21 km S of Mandráki, Greece",36.42,27.14,11.0
2005-08-12 14:49:57.300,3.6,"10 km ENE of Astypálaia, Greece",36.57,26.47,5.0
2005-08-11 20:34:41.200,3.3,"20 km SSE of Kos, Greece",36.73,27.39,21.0
2005-08-10 21:04:57.700,3.1,"16 km W of Kéfalos, Greece",36.74,26.77,45.0
2005-08-10 09:34:21.500,3.1,"28 km SSW of Thymianá, Greece",38.08,26.01,45.0
2005-08-10 08:58:22.060,4.5,"21 km SE of Karl?ova, Turkey",39.152,41.172,20.1
2005-08-09 22:20:58.180,3.2,"49 km SE of Do?ubayaz?t, Turkey",39.212,44.472,18.6
2005-08-09 19:48:22.000,3.9,"13 km SW of Orta, Turkey",40.546,32.989,8.2
2005-08-09 09:11:11.400,3.4,"28 km ESE of Güvercinlik, Turkey",37.06,27.89,54.0
2005-08-09 01:28:07.870,4.4,"6 km SSE of Orta, Turkey",40.572,33.14,15.0
2005-08-08 08:49:58.970,0.0,"15 km S of Bo?azkent, Turkey",36.71,31.15,66.3
2005-08-08 02:05:47.600,3.7,"13 km ENE of Demirci, Turkey",39.1,28.8,13.0
2005-08-08 00:04:44.600,3.1,"16 km SSW of ?çmeler, Turkey",36.67,28.13,31.0
2005-08-06 16:40:07.700,3.6,"10 km SSW of Plomári, Greece",38.88,26.34,24.0
2005-08-06 09:09:29.910,4.1,"28 km SW of Karakeçili, Turkey",39.388,33.177,10.0
2005-08-06 05:31:12.000,3.2,"51 km S of Mandráki, Greece",36.15,27.14,31.0
2005-08-05 16:34:51.900,3.2,"16 km NE of Datça, Turkey",36.85,27.8,27.0
2005-08-04 08:01:50.000,3.5,"21 km S of Sarigerme, Turkey",36.52,28.69,28.0
2005-08-04 01:28:35.700,3.2,"2 km ESE of Ayval?k, Turkey",39.31,26.72,34.0
2005-08-04 00:53:13.200,3.2,"3 km SSW of Ayval?k, Turkey",39.29,26.68,34.0
2005-08-04 00:50:27.500,3.2,"5 km WSW of Ayval?k, Turkey",39.3,26.63,33.0
2005-08-04 00:27:06.800,3.1,"3 km NNW of Ayval?k, Turkey",39.35,26.67,29.0
2005-08-04 00:17:23.900,3.0,"9 km NNW of Pámfila, Greece",39.24,26.48,31.0
2005-08-04 00:03:30.300,3.2,"9 km WNW of Gömeç, Turkey",39.43,26.74,20.0
2005-08-03 23:52:59.000,4.1,"8 km SSE of Gömeç, Turkey",39.32,26.88,28.0
2005-08-01 13:35:00.200,4.8,"25 km SW of Kéfalos, Greece",36.57,26.78,133.0
2005-08-01 13:22:56.000,4.1,"31 km WSW of Karakeçili, Turkey",39.439,33.069,17.1
2005-08-01 02:02:15.000,4.0,"32 km SW of Karakeçili, Turkey",39.426,33.073,10.3
2005-08-01 00:45:06.000,4.3,"34 km SW of Karakeçili, Turkey",39.411,33.058,7.2
2005-07-31 23:46:08.760,3.8,"29 km SW of Karakeçili, Turkey",39.376,33.175,1.2
2005-07-31 23:41:36.260,4.5,"27 km WSW of Karakeçili, Turkey",39.465,33.111,10.0
2005-07-31 23:24:00.200,3.5,"19 km ESE of Kos, Greece",36.84,27.5,16.0
2005-07-31 17:51:06.900,3.9,"29 km SW of Karakeçili, Turkey",39.44,33.103,2.0
2005-07-31 15:54:29.400,4.0,"35 km SW of Kalkan, Turkey",36.05,29.12,38.0
2005-07-31 15:23:25.350,4.1,Central Turkey,39.443,33.128,2.1
2005-07-31 15:18:20.500,4.4,"25 km SW of Karakeçili, Turkey",39.446,33.153,10.0
2005-07-31 00:45:16.180,4.5,"26 km SW of Karakeçili, Turkey",39.403,33.191,10.0
2005-07-30 21:45:00.000,5.2,"30 km SW of Karakeçili, Turkey",39.437,33.089,5.0
2005-07-29 21:09:53.000,3.1,"2 km N of Arazap’, Armenia",40.06,44.15,5.0
2005-07-29 20:25:36.900,3.5,"1 km SSW of Ula, Turkey",37.09,28.41,9.0
2005-07-29 19:53:58.700,3.6,"6 km SSW of Ula, Turkey",37.05,28.38,12.0
2005-07-26 23:04:05.500,3.2,"60 km WSW of Émponas, Greece",36.06,27.22,4.0
2005-07-25 21:56:48.000,3.4,"13 km ENE of Saruhanl?, Turkey",38.764,27.721,17.9
2005-07-25 13:15:28.000,3.8,"8 km W of Bozkurt, Turkey",37.834,29.512,11.0
2005-07-24 11:36:10.460,4.1,"11 km E of Ceyhan, Turkey",37.007,35.94,10.0
2005-07-21 03:12:35.000,3.4,"11 km SSW of Germencik, Turkey",37.774,27.574,6.2
2005-07-20 09:00:42.600,2.8,"Dodecanese Islands, Greece",36.86,27.5,29.0
2005-07-19 20:09:17.670,3.5,"24 km SE of Ba?çiftlik, Turkey",40.409,37.399,5.1
2005-07-19 09:21:42.300,3.0,"29 km S of Mandráki, Greece",36.35,27.1,5.0
2005-07-19 03:56:52.000,3.5,"8 km WNW of Gölmarmara, Turkey",38.754,27.829,21.4
2005-07-18 03:31:46.000,3.2,"12 km ENE of Ezine, Turkey",39.82,26.48,3.0
2005-07-17 23:06:29.600,3.2,"6 km NNW of Gölmarmara, Turkey",38.77,27.88,11.0
2005-07-17 11:06:39.400,3.5,"2 km N of Marathókampos, Greece",37.75,26.69,5.0
2005-07-15 22:27:28.200,3.2,"30 km SW of Émponas, Greece",36.01,27.65,35.0
2005-07-13 17:18:04.200,3.3,"15 km E of Alaçat?, Turkey",38.29,26.55,31.0
2005-07-12 00:55:18.870,3.5,"10 km E of Söke, Turkey",37.754,27.53,18.6
2005-07-12 00:47:45.400,3.6,"7 km S of Germencik, Turkey",37.8,27.59,24.0
2005-07-11 21:05:22.350,4.0,"37 km W of Qarah ???’ od D?n, Iran",38.864,44.6,10.0
2005-07-11 17:20:31.700,4.1,"7 km N of Kremastí, Greece",36.48,28.11,58.0
2005-07-11 03:23:30.200,3.7,"7 km NE of Söke, Turkey",37.79,27.47,23.0
2005-07-10 07:08:29.370,3.6,Western Turkey,40.833,31.795,10.0
2005-07-08 23:57:36.800,3.6,"11 km SSW of Erdek, Turkey",40.31,27.73,47.0
2005-07-08 13:56:36.900,3.6,Western Turkey,37.74,27.57,10.0
2005-07-07 19:33:12.120,4.0,"24 km S of Ba?çiftlik, Turkey",40.329,37.209,10.0
2005-07-07 19:05:09.780,4.1,"21 km SE of Ba?çiftlik, Turkey",40.39,37.312,10.0
2005-07-06 21:31:42.630,3.6,"64 km SE of Tekirova, Turkey",36.046,30.979,10.0
2005-07-05 19:57:23.000,3.6,"8 km E of Sivrice, Turkey",38.44,39.402,5.0
2005-07-05 13:44:28.530,3.7,"3 km SE of A?lasun, Turkey",37.628,30.558,33.0
2005-07-05 10:29:25.100,4.6,"10 km SW of Mandráki, Greece",36.534,27.068,139.9
2005-07-04 21:33:05.440,4.2,"7 km SSW of Gemerek, Turkey",39.123,36.04,5.0
2005-07-04 09:27:27.800,3.1,"Dodecanese Islands, Greece",36.04,27.4,13.0
2005-07-03 16:15:27.500,4.1,"60 km NNW of Karpathos, Greece",36.03,27.02,13.0
2005-07-02 01:09:24.510,4.0,"3 km SE of Néon Karlovásion, Greece",37.77,26.731,10.0
2005-07-01 23:25:42.700,3.2,"24 km WSW of Seferihisar, Turkey",38.11,26.58,20.0
2005-07-01 20:36:10.800,3.2,"11 km SSE of Eresós, Greece",39.08,26.0,19.0
2005-07-01 04:43:56.000,3.2,"10 km SSW of Plomári, Greece",38.89,26.32,26.0
2005-06-30 22:14:52.600,3.4,"4 km W of Mytilinioí, Greece",37.73,26.86,20.0
2005-06-30 21:34:53.800,3.8,"6 km E of Néon Karlovásion, Greece",37.8,26.78,19.0
2005-06-30 01:03:31.000,3.5,"9 km WSW of Chóra, Greece",37.68,26.8,22.0
2005-06-27 23:13:16.000,3.4,"4 km NW of Merkezefendi, Turkey",37.834,29.01,5.7
2005-06-27 17:59:51.600,3.6,"13 km S of Zeytinliova, Turkey",38.87,27.67,23.0
2005-06-26 20:11:24.300,3.0,"3 km ENE of Pythagóreio, Greece",37.71,26.98,21.0
2005-06-26 20:07:26.700,3.8,"6 km ESE of Néon Karlovásion, Greece",37.77,26.77,18.0
2005-06-25 00:47:41.700,3.3,"1 km E of Néon Karlovásion, Greece",37.79,26.72,22.0
2005-06-24 04:27:08.600,3.8,"3 km SSE of Néon Karlovásion, Greece",37.76,26.72,45.0
2005-06-24 00:21:33.000,3.4,"14 km SW of Megálo Chorió, Greece",37.36,26.87,22.0
2005-06-23 23:49:16.100,3.3,"18 km S of Polichnítos, Greece",38.91,26.15,22.0
2005-06-23 23:25:06.800,0.0,"4 km ESE of Néon Karlovásion, Greece",37.77,26.75,20.0
2005-06-23 22:51:58.300,3.3,"1 km SE of Marathókampos, Greece",37.72,26.7,19.0
2005-06-23 22:44:16.700,4.2,"3 km S of Néon Karlovásion, Greece",37.76,26.7,19.0
2005-06-23 13:07:06.200,3.6,"7 km W of Kokkári, Greece",37.78,26.81,17.0
2005-06-23 12:40:00.400,3.2,"10 km SE of Pythagóreio, Greece",37.63,27.03,24.0
2005-06-23 11:55:39.200,3.9,"4 km E of Néon Karlovásion, Greece",37.8,26.76,25.0
2005-06-23 08:39:14.100,3.3,"4 km N of Néon Karlovásion, Greece",37.83,26.7,14.0
2005-06-20 20:38:04.400,2.8,"36 km SSE of Mandráki, Greece",36.3,27.28,10.0
2005-06-20 19:50:04.000,4.2,"19 km ESE of Yenice, Turkey",39.724,29.125,14.5
2005-06-20 16:53:16.600,3.8,"18 km SSE of Kos, Greece",36.74,27.38,25.0
2005-06-20 14:45:27.100,3.0,"Dodecanese Islands, Greece",36.41,27.17,22.0
2005-06-20 10:43:00.400,3.3,"25 km SSE of Mandráki, Greece",36.39,27.19,18.0
2005-06-20 03:41:02.250,3.5,"14 km NE of Evrenseki, Turkey",36.923,31.478,124.9
2005-06-19 21:00:05.800,3.6,"20 km N of Datça, Turkey",36.92,27.72,27.0
2005-06-19 18:36:26.000,3.2,"15 km E of Kos, Greece",36.9,27.46,30.0
2005-06-19 09:28:22.300,3.4,"7 km SE of Belevi, Turkey",37.96,27.5,4.0
2005-06-17 02:47:54.600,3.8,"6 km NW of Belevi, Turkey",38.06,27.4,27.0
2005-06-16 06:52:35.580,3.5,"53 km WSW of Kalkan, Turkey",36.115,28.847,10.0
2005-06-15 20:11:33.600,3.2,"23 km SE of Güvercinlik, Turkey",37.0,27.79,27.0
2005-06-14 08:13:57.800,3.0,"25 km SW of Mandráki, Greece",36.47,26.91,5.0
2005-06-12 12:43:46.100,3.6,"14 km SW of Tire, Turkey",38.01,27.61,5.0
2005-06-11 12:09:24.400,0.0,"17 km W of ?çmeler, Turkey",36.83,28.03,83.0
2005-06-10 10:04:15.100,3.2,"10 km ESE of Alaçat?, Turkey",38.26,26.49,32.0
2005-06-09 20:02:08.500,3.2,"Dodecanese Islands, Greece",36.8,27.92,33.0
2005-06-09 19:33:52.000,3.1,"7 km NNE of Çe?me, Turkey",38.391,26.328,14.2
2005-06-07 20:58:06.700,3.6,"8 km NNW of Horasan, Turkey",40.116,42.136,30.1
2005-06-07 09:17:13.060,3.5,"24 km SSW of Gazipa?a, Turkey",36.069,32.199,10.0
2005-06-06 07:41:28.700,5.6,"10 km SE of Karl?ova, Turkey",39.22,41.08,10.0
2005-06-05 03:44:59.120,4.6,"9 km SE of Hakkâri, Turkey",37.521,43.823,10.0
2005-06-03 13:48:56.800,3.5,Near the coast of western Turkey,38.78,26.54,54.0
2005-06-03 01:51:57.000,3.9,"24 km NNE of Gökçeada, Turkey",40.41,26.01,30.0
2005-06-01 20:28:21.400,3.3,"21 km WSW of Seferihisar, Turkey",38.12,26.62,20.0
2005-05-30 03:17:07.300,3.2,"32 km SW of Kéfalos, Greece",36.51,26.74,6.0
2005-05-29 21:41:07.400,4.3,"23 km WSW of Bostanc?, Turkey",37.066,42.102,23.2
2005-05-26 11:41:36.500,3.3,"7 km E of Buldan, Turkey",38.04,28.92,7.0
2005-05-24 01:01:00.200,3.3,"8 km WSW of Band?rma, Turkey",40.32,27.89,45.0
2005-05-23 22:31:14.400,3.0,"26 km NW of Émponas, Greece",36.38,27.63,30.0
2005-05-22 18:58:00.800,3.1,"18 km NNW of Datça, Turkey",36.9,27.63,28.0
2005-05-22 02:33:29.910,3.5,"21 km SE of Güvercinlik, Turkey",36.976,27.722,10.0
2005-05-21 20:16:47.700,0.0,"62 km SSW of Astypálaia, Greece",36.04,26.06,134.0
2005-05-20 15:26:56.400,3.0,"32 km SW of Émponas, Greece",36.01,27.61,15.0
2005-05-18 10:02:45.360,3.8,"8 km SSE of Hakkâri, Turkey",37.5,43.765,23.2
2005-05-18 02:14:37.700,3.0,"16 km NNE of Astypálaia, Greece",36.68,26.43,13.0
2005-05-18 02:05:07.000,2.9,"17 km NE of Astypálaia, Greece",36.68,26.47,5.0
2005-05-18 01:13:25.050,4.0,"51 km N of Vakf?kebir, Turkey",41.505,39.371,32.8
2005-05-17 20:33:11.690,3.0,"21 km SE of Güvercinlik, Turkey",37.027,27.782,5.0
2005-05-17 18:24:43.100,3.4,"28 km SE of ?uhut, Turkey",38.366,30.802,25.1
2005-05-16 12:49:40.300,3.8,"12 km SSW of Laçin, Turkey",40.678,34.804,8.8
2005-05-15 10:54:30.540,4.2,"13 km ESE of I??klar, Turkey",38.603,30.872,22.1
2005-05-14 17:48:26.560,4.1,"71 km SE of Tekirova, Turkey",36.034,31.068,10.0
2005-05-13 22:30:29.700,4.0,"23 km N of Néon Karlovásion, Greece",38.0,26.68,12.0
2005-05-12 18:28:32.200,3.2,"38 km SSW of Ölüdeniz, Turkey",36.25,28.96,37.0
2005-05-12 09:25:41.040,4.9,"25 km NNW of Do?an?ar, Turkey",40.425,37.431,10.6
2005-05-12 09:00:01.520,4.6,"23 km SE of Ba?çiftlik, Turkey",40.415,37.385,10.0
2005-05-11 12:44:25.500,3.6,"6 km S of Alt?noluk, Turkey",39.52,26.73,24.0
2005-05-10 08:15:36.040,3.1,"36 km ENE of Bafra, Turkey",41.674,36.318,26.9
2005-05-10 07:48:09.800,3.1,"8 km SW of Mandráki, Greece",36.55,27.08,5.0
2005-05-10 06:38:55.090,3.3,"16 km NNE of Bozova, Turkey",37.49,38.625,9.3
2005-05-09 22:00:00.900,3.3,"10 km NNE of Míthymna, Greece",39.46,26.21,27.0
2005-05-09 20:44:25.990,2.8,"18 km SSE of Kepsut, Turkey",39.537,28.25,25.3
2005-05-09 04:43:26.800,3.1,"59 km NNW of Karpathos, Greece",36.03,27.07,19.0
2005-05-08 23:56:47.900,3.1,"10 km NNE of Míthymna, Greece",39.46,26.21,27.0
2005-05-08 20:18:59.780,3.5,"18 km WNW of Behram, Turkey",39.55,26.133,23.3
2005-05-08 06:14:33.600,3.3,"9 km N of Míthymna, Greece",39.45,26.16,26.0
2005-05-07 20:21:48.120,3.1,"11 km NW of Megálo Chorió, Greece",37.54,26.895,22.5
2005-05-07 19:04:40.310,3.5,"13 km N of Míthymna, Greece",39.492,26.158,12.9
2005-05-07 18:06:24.190,3.4,"5 km WNW of Behram, Turkey",39.51,26.267,11.7
2005-05-07 02:54:06.080,3.1,"21 km NNE of K?z?lcahamam, Turkey",40.658,32.703,17.1
2005-05-07 00:10:41.900,3.4,"12 km E of Keban, Turkey",38.809,38.876,34.7
2005-05-07 00:08:50.700,3.4,"15 km NW of Megálo Chorió, Greece",37.54,26.83,17.0
2005-05-06 21:51:07.870,3.0,"10 km WNW of Manyas, Turkey",40.092,27.861,13.2
2005-05-06 19:54:49.960,3.1,"7 km SW of Soma, Turkey",39.131,27.557,9.2
2005-05-06 11:59:36.220,3.0,"3 km SE of Batikent, Turkey",39.948,32.765,7.4
2005-05-06 11:06:11.400,3.2,"5 km SW of Ayvac?k, Turkey",39.57,26.35,5.0
2005-05-06 09:31:11.310,3.3,"20 km N of Gediz, Turkey",39.174,29.43,5.6
2005-05-06 08:24:27.300,3.1,"5 km W of Arguvan, Turkey",38.776,38.199,14.6
2005-05-06 02:22:33.150,3.7,"15 km E of Göle, Turkey",40.798,42.79,21.0
2005-05-05 06:16:53.800,3.0,"10 km SW of Ula, Turkey",37.04,28.33,15.0
2005-05-05 03:48:19.600,3.2,"9 km SW of Ac?payam, Turkey",37.36,29.28,5.0
2005-05-04 19:22:59.540,3.9,"36 km SW of Kalkan, Turkey",36.012,29.163,32.8
2005-05-02 09:18:39.380,2.8,"10 km E of Yaprakl?, Turkey",40.761,33.904,16.5
2005-05-01 14:00:31.250,2.7,"11 km NW of K?r?kkale, Turkey",39.929,33.421,10.0
2005-05-01 09:28:52.100,3.1,"18 km ENE of Ye?ilova, Turkey",37.556,29.953,20.8
2005-05-01 06:32:04.150,3.0,"24 km ENE of Ula, Turkey",37.154,28.68,9.6
2005-05-01 06:08:37.930,2.8,"25 km NNW of Emet, Turkey",39.555,29.151,24.9
2005-05-01 02:36:30.400,3.5,"18 km NNE of Astypálaia, Greece",36.69,26.46,32.0
2005-04-30 23:20:25.450,3.1,"9 km E of Saruhanl?, Turkey",38.721,27.672,47.2
2005-04-30 21:11:57.620,3.2,"2 km NE of Sapanca, Turkey",40.71,30.292,5.3
2005-04-30 17:56:58.290,3.2,"19 km NNW of Karl?ova, Turkey",39.466,40.958,29.1
2005-04-29 22:28:09.550,4.8,"12 km SSW of Laçin, Turkey",40.663,34.85,31.9
2005-04-28 09:06:07.400,3.6,"18 km NE of Bigadiç, Turkey",39.49,28.3,5.0
2005-04-27 19:39:23.100,2.6,"15 km NE of Mantamádos, Greece",39.39,26.48,35.0
2005-04-26 18:22:08.900,3.5,"14 km SSE of Eresós, Greece",39.05,26.0,10.0
2005-04-26 15:00:30.800,3.3,"16 km SSW of Sarigerme, Turkey",36.58,28.64,10.0
2005-04-25 12:45:55.360,2.9,"11 km SE of Köseköy, Turkey",40.675,30.115,5.8
2005-04-23 22:14:13.930,3.3,"20 km NNE of Do?ubayaz?t, Turkey",39.709,44.209,7.4
2005-04-23 22:09:32.730,2.7,"6 km SE of Emirda?, Turkey",38.979,31.198,31.3
2005-04-23 10:06:50.850,4.0,"21 km SSE of I?d?r, Turkey",39.755,44.156,10.0
2005-04-23 09:50:08.320,4.0,"22 km NNE of Do?ubayaz?t, Turkey",39.74,44.156,4.4
2005-04-23 01:47:32.900,3.1,"7 km SE of Turgutreis, Turkey",36.97,27.32,39.0
2005-04-21 23:19:58.210,3.1,"16 km SW of Çerke?, Turkey",40.704,32.754,28.1
2005-04-21 01:51:39.600,3.0,"22 km SSE of Mandráki, Greece",36.41,27.19,43.0
2005-04-21 01:14:09.900,3.2,"5 km SW of Gömeç, Turkey",39.35,26.8,51.0
2005-04-21 00:11:58.100,0.0,"16 km WSW of Ula, Turkey",37.03,28.26,5.0
2005-04-20 10:55:27.100,3.1,"24 km SSW of Mandráki, Greece",36.4,27.05,5.0
2005-04-17 20:04:21.930,0.0,"13 km NW of Karl?ova, Turkey",39.364,40.883,10.0
2005-04-17 18:17:00.160,3.2,"25 km NNE of Datça, Turkey",36.958,27.766,18.7
2005-04-17 18:06:43.830,3.3,"25 km NNE of Datça, Turkey",36.952,27.793,10.0
2005-04-17 17:56:51.200,3.0,"11 km NNE of Astypálaia, Greece",36.64,26.41,28.0
2005-04-17 00:32:27.600,4.0,"8 km ENE of Astypálaia, Greece",36.57,26.44,5.0
2005-04-16 01:47:58.400,3.9,"21 km E of Mandráki, Greece",36.63,27.37,23.0
2005-04-16 00:09:23.800,3.3,"4 km E of Çe?me, Turkey",38.33,26.36,31.0
2005-04-15 22:26:28.650,3.3,"7 km ENE of Soma, Turkey",39.215,27.689,14.5
2005-04-14 11:14:58.780,2.7,"6 km SSW of Kirazl?, Turkey",40.051,29.01,14.2
2005-04-14 08:32:23.310,3.2,"38 km W of Qarah ???’ od D?n, Iran",38.836,44.593,5.0
2005-04-14 06:13:33.730,2.9,"3 km NE of Kumköy, Turkey",36.903,30.987,119.9
2005-04-13 13:25:42.620,2.9,"9 km NNW of Susurluk, Turkey",39.985,28.101,12.0
2005-04-11 07:40:36.850,3.5,"6 km SW of Bal?kesir, Turkey",39.617,27.829,15.3
2005-04-10 21:03:20.550,3.2,Western Turkey,37.596,29.977,5.0
2005-04-10 20:03:59.730,3.7,"22 km N of Kemer, Turkey",37.556,30.018,10.0
2005-04-10 16:37:33.590,3.1,"15 km SE of Ula, Turkey",37.019,28.556,17.3
2005-04-10 08:52:05.110,3.4,"17 km W of Do?anyol, Turkey",38.322,38.834,20.1
2005-04-09 21:28:41.260,2.8,"4 km S of Gönen, Turkey",40.067,27.652,12.4
2005-04-09 03:15:48.540,3.0,"9 km NW of Çay, Turkey",38.652,30.954,31.3
2005-04-05 05:49:11.510,3.6,"9 km SSW of Adana, Turkey",36.917,35.269,19.9
2005-04-05 02:07:34.660,3.1,"11 km N of Eski?ehir, Turkey",39.88,30.507,8.9
2005-04-05 00:27:58.720,3.6,"25 km NNW of Bingöl, Turkey",39.086,40.358,5.0
2005-04-04 22:36:29.160,3.0,"22 km NE of Osmanc?k, Turkey",41.139,34.971,5.0
2005-04-04 19:45:01.650,3.2,"21 km WNW of Karl?ova, Turkey",39.389,40.798,20.2
2005-04-04 19:27:41.500,3.2,"4 km NNE of Kokkári, Greece",37.82,26.91,15.0
2005-04-04 17:21:43.320,3.4,"5 km NNW of Kokkári, Greece",37.824,26.88,20.9
2005-04-04 05:25:31.900,3.4,"27 km NNW of Eceabat, Turkey",40.42,26.26,27.0
2005-04-03 02:01:20.300,3.2,"15 km SSE of Thymianá, Greece",38.19,26.2,28.0
2005-04-01 07:22:05.860,3.1,"22 km NNE of Bolu, Turkey",40.907,31.742,11.7
2005-04-01 04:35:56.250,4.2,"18 km NW of Karl?ova, Turkey",39.388,40.828,5.0
2005-04-01 03:41:59.550,3.4,"24 km E of Faliraki, Greece",36.325,28.467,67.7
2005-03-31 22:16:40.000,3.2,"15 km NE of Astypálaia, Greece",36.65,26.47,30.0
2005-03-31 22:15:15.700,3.0,"16 km NE of Astypálaia, Greece",36.67,26.45,37.0
2005-03-31 21:27:07.600,3.8,"18 km NNE of Astypálaia, Greece",36.69,26.46,28.0
2005-03-31 20:29:39.010,3.5,"6 km S of Erzincan, Turkey",39.683,39.504,6.3
2005-03-31 16:29:12.100,3.0,"16 km NNE of Astypálaia, Greece",36.69,26.42,29.0
2005-03-31 12:58:04.300,3.0,"9 km NE of Astypálaia, Greece",36.62,26.41,46.0
2005-03-31 10:57:05.150,3.4,"19 km SSE of Pasinler, Turkey",39.833,41.787,6.5
2005-03-30 19:32:59.900,3.0,"17 km NE of Astypálaia, Greece",36.67,26.47,29.0
2005-03-29 06:55:08.400,3.1,"11 km SE of Archángelos, Greece",36.15,28.22,49.0
2005-03-27 15:25:59.800,3.6,"28 km NNE of Gökçeada, Turkey",40.43,26.05,29.0
2005-03-27 09:32:18.200,3.8,"16 km NW of Marmara, Turkey",40.708,27.442,10.0
2005-03-25 06:13:37.770,4.2,"14 km E of Yedisu, Turkey",39.454,40.703,5.0
2005-03-24 11:27:08.160,3.6,"12 km NW of Karl?ova, Turkey",39.365,40.902,3.1
2005-03-23 23:43:41.330,4.6,"21 km WNW of Karl?ova, Turkey",39.39,40.788,5.0
2005-03-23 22:04:27.920,0.0,"20 km N of Yedisu, Turkey",39.614,40.547,10.0
2005-03-23 21:44:53.020,5.7,"17 km NNW of Karl?ova, Turkey",39.431,40.925,10.0
2005-03-23 14:42:08.450,2.7,"11 km SW of Çorlu, Turkey",41.088,27.693,13.7
2005-03-23 13:55:06.970,3.0,"9 km SW of Sapanca, Turkey",40.637,30.177,8.7
2005-03-23 09:13:57.430,2.9,"15 km SW of Domaniç, Turkey",39.701,29.481,9.2
2005-03-23 08:22:55.140,3.5,"18 km NE of Akhisar, Turkey",39.034,27.991,16.5
2005-03-21 06:06:43.440,3.2,"3 km SSE of I??klar, Turkey",38.642,30.75,31.7
2005-03-20 12:47:05.870,2.7,"26 km SW of Konya, Turkey",37.714,32.258,15.0
2005-03-20 09:42:59.560,2.6,"0 km W of K?z?l?rmak, Turkey",40.347,33.975,25.7
2005-03-19 22:03:48.660,2.9,"17 km NW of Karl?ova, Turkey",39.378,40.841,13.1
